team,year,link
Kansas Jayhawks,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=328&stats_player_seq=-100
Kansas Jayhawks,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=328&stats_player_seq=-100
Kansas St. Wildcats,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=327&stats_player_seq=-100
Kansas St. Wildcats,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=327&stats_player_seq=-100
Kansas St. Wildcats,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=327&stats_player_seq=-100
Kansas St. Wildcats,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=327&stats_player_seq=-100
Kent St. Golden Flashes,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=331&stats_player_seq=-100
Kent St. Golden Flashes,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=331&stats_player_seq=-100
Kent St. Golden Flashes,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=331&stats_player_seq=-100
Kent St. Golden Flashes,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=331&stats_player_seq=-100
Kentucky Wildcats,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=334&stats_player_seq=-100
Kentucky Wildcats,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=334&stats_player_seq=-100
Kentucky Wildcats,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=334&stats_player_seq=-100
Kentucky Wildcats,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=334&stats_player_seq=-100
LSU Fighting Tigers,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=365&stats_player_seq=-100
LSU Fighting Tigers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=365&stats_player_seq=-100
LSU Fighting Tigers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=365&stats_player_seq=-100
La.-Monroe Warhawks,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=498&stats_player_seq=-100
La.-Monroe Warhawks,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=498&stats_player_seq=-100
La.-Monroe Warhawks,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=498&stats_player_seq=-100
La.-Monroe Warhawks,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=498&stats_player_seq=-100
Louisiana Ragin' Cajuns,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=671&stats_player_seq=-100
Louisiana Ragin' Cajuns,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=671&stats_player_seq=-100
Louisiana Ragin' Cajuns,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=671&stats_player_seq=-100
Louisiana Ragin' Cajuns,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=671&stats_player_seq=-100
Louisiana Tech Bulldogs,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=366&stats_player_seq=-100
Louisiana Tech Bulldogs,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=366&stats_player_seq=-100
Louisiana Tech Bulldogs,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=366&stats_player_seq=-100
Louisiana Tech Bulldogs,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=366&stats_player_seq=-100
Louisville Cardinals,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=367&stats_player_seq=-100
Louisville Cardinals,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=367&stats_player_seq=-100
Marshall Thundering Herd,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=388&stats_player_seq=-100
Marshall Thundering Herd,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=388&stats_player_seq=-100
"Maryland Terrapins, Terps",2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=392&stats_player_seq=-100
"Maryland Terrapins, Terps",2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=392&stats_player_seq=-100
"Maryland Terrapins, Terps",2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=392&stats_player_seq=-100
"Maryland Terrapins, Terps",2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=392&stats_player_seq=-100
Massachusetts Minutemen,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=400&stats_player_seq=-100
Massachusetts Minutemen,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=400&stats_player_seq=-100
Massachusetts Minutemen,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=400&stats_player_seq=-100
Massachusetts Minutemen,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=400&stats_player_seq=-100
Memphis Tigers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=404&stats_player_seq=-100
Memphis Tigers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=404&stats_player_seq=-100
Memphis Tigers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=404&stats_player_seq=-100
Memphis Tigers,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=404&stats_player_seq=-100
Miami (FL) Hurricanes,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=415&stats_player_seq=-100
Miami (FL) Hurricanes,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=415&stats_player_seq=-100
Miami (FL) Hurricanes,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=415&stats_player_seq=-100
Miami (FL) Hurricanes,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=415&stats_player_seq=-100
Miami (OH) RedHawks,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=414&stats_player_seq=-100
Miami (OH) RedHawks,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=414&stats_player_seq=-100
Miami (OH) RedHawks,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=414&stats_player_seq=-100
Miami (OH) RedHawks,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=414&stats_player_seq=-100
Michigan St. Spartans,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=416&stats_player_seq=-100
Michigan St. Spartans,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=416&stats_player_seq=-100
Michigan St. Spartans,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=416&stats_player_seq=-100
Michigan St. Spartans,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=416&stats_player_seq=-100
Michigan Wolverines,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=418&stats_player_seq=-100
Michigan Wolverines,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=418&stats_player_seq=-100
Michigan Wolverines,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=418&stats_player_seq=-100
Michigan Wolverines,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=418&stats_player_seq=-100
Middle Tenn. Blue Raiders,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=419&stats_player_seq=-100
Middle Tenn. Blue Raiders,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=419&stats_player_seq=-100
Middle Tenn. Blue Raiders,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=419&stats_player_seq=-100
Middle Tenn. Blue Raiders,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=419&stats_player_seq=-100
Minnesota Golden Gophers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=428&stats_player_seq=-100
Minnesota Golden Gophers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=428&stats_player_seq=-100
Minnesota Golden Gophers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=428&stats_player_seq=-100
Mississippi St. Bulldogs,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=430&stats_player_seq=-100
Mississippi St. Bulldogs,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=430&stats_player_seq=-100
Mississippi St. Bulldogs,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=430&stats_player_seq=-100
Mississippi St. Bulldogs,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=430&stats_player_seq=-100
Missouri Tigers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=434&stats_player_seq=-100
Missouri Tigers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=434&stats_player_seq=-100
NC State Wolfpack,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=490&stats_player_seq=-100
NC State Wolfpack,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=490&stats_player_seq=-100
NC State Wolfpack,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=490&stats_player_seq=-100
NC State Wolfpack,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=490&stats_player_seq=-100
Navy Midshipmen,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=726&stats_player_seq=-100
Navy Midshipmen,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=726&stats_player_seq=-100
Navy Midshipmen,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=726&stats_player_seq=-100
Navy Midshipmen,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=726&stats_player_seq=-100
"Nebraska Cornhuskers, Huskers",2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=463&stats_player_seq=-100
"Nebraska Cornhuskers, Huskers",2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=463&stats_player_seq=-100
"Nebraska Cornhuskers, Huskers",2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=463&stats_player_seq=-100
"Nebraska Cornhuskers, Huskers",2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=463&stats_player_seq=-100
Nevada Wolf Pack,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=466&stats_player_seq=-100
Nevada Wolf Pack,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=466&stats_player_seq=-100
Nevada Wolf Pack,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=466&stats_player_seq=-100
Nevada Wolf Pack,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=466&stats_player_seq=-100
New Mexico Lobos,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=473&stats_player_seq=-100
New Mexico Lobos,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=473&stats_player_seq=-100
New Mexico Lobos,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=473&stats_player_seq=-100
New Mexico Lobos,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=473&stats_player_seq=-100
New Mexico St. Aggies,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=472&stats_player_seq=-100
New Mexico St. Aggies,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=472&stats_player_seq=-100
New Mexico St. Aggies,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=472&stats_player_seq=-100
New Mexico St. Aggies,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=472&stats_player_seq=-100
North Carolina Tar Heels,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=457&stats_player_seq=-100
North Carolina Tar Heels,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=457&stats_player_seq=-100
North Carolina Tar Heels,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=457&stats_player_seq=-100
North Carolina Tar Heels,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=457&stats_player_seq=-100
North Texas Mean Green,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=497&stats_player_seq=-100
North Texas Mean Green,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=497&stats_player_seq=-100
North Texas Mean Green,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=497&stats_player_seq=-100
North Texas Mean Green,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=497&stats_player_seq=-100
Northern Ill. Huskies,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=503&stats_player_seq=-100
Northern Ill. Huskies,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=503&stats_player_seq=-100
Northern Ill. Huskies,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=503&stats_player_seq=-100
Northwestern Wildcats,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=509&stats_player_seq=-100
Northwestern Wildcats,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=509&stats_player_seq=-100
Northwestern Wildcats,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=509&stats_player_seq=-100
Northwestern Wildcats,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=509&stats_player_seq=-100
Notre Dame Fighting Irish,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=513&stats_player_seq=-100
Notre Dame Fighting Irish,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=513&stats_player_seq=-100
Notre Dame Fighting Irish,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=513&stats_player_seq=-100
Notre Dame Fighting Irish,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=513&stats_player_seq=-100
Ohio Bobcats,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=519&stats_player_seq=-100
Ohio Bobcats,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=519&stats_player_seq=-100
Ohio Bobcats,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=519&stats_player_seq=-100
Ohio Bobcats,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=519&stats_player_seq=-100
Ohio St. Buckeyes,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=518&stats_player_seq=-100
Ohio St. Buckeyes,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=518&stats_player_seq=-100
Ohio St. Buckeyes,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=518&stats_player_seq=-100
Ohio St. Buckeyes,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=518&stats_player_seq=-100
Oklahoma Sooners,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=522&stats_player_seq=-100
Oklahoma Sooners,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=522&stats_player_seq=-100
Oklahoma Sooners,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=522&stats_player_seq=-100
Oklahoma Sooners,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=522&stats_player_seq=-100
Oklahoma St. Cowboys,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=521&stats_player_seq=-100
Oklahoma St. Cowboys,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=521&stats_player_seq=-100
Oklahoma St. Cowboys,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=521&stats_player_seq=-100
Old Dominion Monarchs,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=523&stats_player_seq=-100
Old Dominion Monarchs,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=523&stats_player_seq=-100
Old Dominion Monarchs,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=523&stats_player_seq=-100
Old Dominion Monarchs,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=523&stats_player_seq=-100
Ole Miss Rebels,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=433&stats_player_seq=-100
Oklahoma St. Cowboys,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=521&stats_player_seq=-100
Ole Miss Rebels,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=433&stats_player_seq=-100
Ole Miss Rebels,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=433&stats_player_seq=-100
Ole Miss Rebels,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=433&stats_player_seq=-100
Oregon Ducks,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=529&stats_player_seq=-100
Oregon Ducks,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=529&stats_player_seq=-100
Oregon Ducks,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=529&stats_player_seq=-100
Oregon Ducks,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=529&stats_player_seq=-100
Oregon St. Beavers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=528&stats_player_seq=-100
Oregon St. Beavers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=528&stats_player_seq=-100
Oregon St. Beavers,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=528&stats_player_seq=-100
Oregon St. Beavers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=528&stats_player_seq=-100
Penn St. Nittany Lions,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=539&stats_player_seq=-100
Penn St. Nittany Lions,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=539&stats_player_seq=-100
Penn St. Nittany Lions,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=539&stats_player_seq=-100
Penn St. Nittany Lions,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=539&stats_player_seq=-100
Pittsburgh Panthers,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=545&stats_player_seq=-100
Pittsburgh Panthers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=545&stats_player_seq=-100
Pittsburgh Panthers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=545&stats_player_seq=-100
Pittsburgh Panthers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=545&stats_player_seq=-100
Purdue Boilermakers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=559&stats_player_seq=-100
Purdue Boilermakers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=559&stats_player_seq=-100
Rice Owls,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=574&stats_player_seq=-100
