team,year,link
Rice Owls,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=574&stats_player_seq=-100
Rice Owls,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=574&stats_player_seq=-100
Rice Owls,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=574&stats_player_seq=-100
Rutgers Scarlet Knights,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=587&stats_player_seq=-100
Rutgers Scarlet Knights,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=587&stats_player_seq=-100
Rutgers Scarlet Knights,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=587&stats_player_seq=-100
Rutgers Scarlet Knights,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=587&stats_player_seq=-100
SMU Mustangs,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=663&stats_player_seq=-100
SMU Mustangs,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=663&stats_player_seq=-100
SMU Mustangs,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=663&stats_player_seq=-100
SMU Mustangs,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=663&stats_player_seq=-100
San Diego St. Aztecs,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=626&stats_player_seq=-100
San Diego St. Aztecs,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=626&stats_player_seq=-100
San Diego St. Aztecs,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=626&stats_player_seq=-100
San Diego St. Aztecs,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=626&stats_player_seq=-100
San Jose St. Spartans,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=630&stats_player_seq=-100
San Jose St. Spartans,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=630&stats_player_seq=-100
San Jose St. Spartans,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=630&stats_player_seq=-100
San Jose St. Spartans,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=630&stats_player_seq=-100
South Ala. Jaguars,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=646&stats_player_seq=-100
South Ala. Jaguars,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=646&stats_player_seq=-100
South Ala. Jaguars,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=646&stats_player_seq=-100
South Ala. Jaguars,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=646&stats_player_seq=-100
South Carolina Gamecocks,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=648&stats_player_seq=-100
South Carolina Gamecocks,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=648&stats_player_seq=-100
South Carolina Gamecocks,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=648&stats_player_seq=-100
South Carolina Gamecocks,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=648&stats_player_seq=-100
South Fla. Bulls,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=651&stats_player_seq=-100
South Fla. Bulls,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=651&stats_player_seq=-100
Southern California Trojans,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=657&stats_player_seq=-100
Southern California Trojans,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=657&stats_player_seq=-100
Southern California Trojans,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=657&stats_player_seq=-100
Southern California Trojans,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=657&stats_player_seq=-100
Southern Miss. Golden Eagles,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=664&stats_player_seq=-100
Southern Miss. Golden Eagles,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=664&stats_player_seq=-100
Southern Miss. Golden Eagles,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=664&stats_player_seq=-100
Southern Miss. Golden Eagles,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=664&stats_player_seq=-100
Stanford Cardinal,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=674&stats_player_seq=-100
Stanford Cardinal,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=674&stats_player_seq=-100
Stanford Cardinal,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=674&stats_player_seq=-100
Stanford Cardinal,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=674&stats_player_seq=-100
Syracuse Orange,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=688&stats_player_seq=-100
Syracuse Orange,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=688&stats_player_seq=-100
Syracuse Orange,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=688&stats_player_seq=-100
Syracuse Orange,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=688&stats_player_seq=-100
TCU Horned Frogs,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=698&stats_player_seq=-100
TCU Horned Frogs,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=698&stats_player_seq=-100
TCU Horned Frogs,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=698&stats_player_seq=-100
TCU Horned Frogs,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=698&stats_player_seq=-100
Temple Owls,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=690&stats_player_seq=-100
Temple Owls,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=690&stats_player_seq=-100
Temple Owls,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=690&stats_player_seq=-100
Temple Owls,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=690&stats_player_seq=-100
Tennessee Volunteers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=694&stats_player_seq=-100
Tennessee Volunteers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=694&stats_player_seq=-100
Tennessee Volunteers,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=694&stats_player_seq=-100
Tennessee Volunteers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=694&stats_player_seq=-100
Texas A&M Aggies,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=697&stats_player_seq=-100
Texas A&M Aggies,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=697&stats_player_seq=-100
Texas A&M Aggies,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=697&stats_player_seq=-100
Texas A&M Aggies,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=697&stats_player_seq=-100
Texas Longhorns,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=703&stats_player_seq=-100
Texas Longhorns,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=703&stats_player_seq=-100
Texas Longhorns,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=703&stats_player_seq=-100
Texas Longhorns,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=703&stats_player_seq=-100
Texas St. Bobcats,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=670&stats_player_seq=-100
Texas St. Bobcats,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=670&stats_player_seq=-100
Texas St. Bobcats,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=670&stats_player_seq=-100
Texas St. Bobcats,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=670&stats_player_seq=-100
Texas Tech Red Raiders,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=700&stats_player_seq=-100
Texas Tech Red Raiders,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=700&stats_player_seq=-100
Toledo Rockets,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=709&stats_player_seq=-100
Toledo Rockets,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=709&stats_player_seq=-100
Toledo Rockets,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=709&stats_player_seq=-100
Toledo Rockets,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=709&stats_player_seq=-100
Troy Trojans,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=716&stats_player_seq=-100
Troy Trojans,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=716&stats_player_seq=-100
Troy Trojans,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=716&stats_player_seq=-100
Troy Trojans,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=716&stats_player_seq=-100
Tulane Green Wave,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=718&stats_player_seq=-100
Tulane Green Wave,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=718&stats_player_seq=-100
Tulane Green Wave,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=718&stats_player_seq=-100
Tulane Green Wave,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=718&stats_player_seq=-100
Tulsa Golden Hurricane,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=719&stats_player_seq=-100
Tulsa Golden Hurricane,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=719&stats_player_seq=-100
Tulsa Golden Hurricane,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=719&stats_player_seq=-100
Tulsa Golden Hurricane,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=719&stats_player_seq=-100
UCF Knights,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=128&stats_player_seq=-100
UCF Knights,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=128&stats_player_seq=-100
UCF Knights,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=128&stats_player_seq=-100
UCF Knights,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=128&stats_player_seq=-100
UAB Blazers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=9&stats_player_seq=-100
UCLA Bruins,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=110&stats_player_seq=-100
UCLA Bruins,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=110&stats_player_seq=-100
UCLA Bruins,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=110&stats_player_seq=-100
UCLA Bruins,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=110&stats_player_seq=-100
"UConn Huskies, UConn",2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=164&stats_player_seq=-100
"UConn Huskies, UConn",2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=164&stats_player_seq=-100
"UConn Huskies, UConn",2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=164&stats_player_seq=-100
"UConn Huskies, UConn",2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=164&stats_player_seq=-100
UNLV Rebels,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=465&stats_player_seq=-100
UNLV Rebels,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=465&stats_player_seq=-100
UNLV Rebels,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=465&stats_player_seq=-100
UNLV Rebels,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=465&stats_player_seq=-100
UTEP Miners,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=704&stats_player_seq=-100
UTEP Miners,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=704&stats_player_seq=-100
UTEP Miners,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=704&stats_player_seq=-100
UTEP Miners,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=704&stats_player_seq=-100
UTSA Roadrunners,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=706&stats_player_seq=-100
UTSA Roadrunners,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=706&stats_player_seq=-100
UTSA Roadrunners,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=706&stats_player_seq=-100
UTSA Roadrunners,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=706&stats_player_seq=-100
Utah St. Aggies,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=731&stats_player_seq=-100
Utah St. Aggies,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=731&stats_player_seq=-100
Utah St. Aggies,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=731&stats_player_seq=-100
Utah St. Aggies,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=731&stats_player_seq=-100
Utah Utes,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=732&stats_player_seq=-100
Utah Utes,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=732&stats_player_seq=-100
Utah Utes,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=732&stats_player_seq=-100
Utah Utes,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=732&stats_player_seq=-100
Vanderbilt Commodores,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=736&stats_player_seq=-100
Vanderbilt Commodores,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=736&stats_player_seq=-100
Vanderbilt Commodores,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=736&stats_player_seq=-100
Vanderbilt Commodores,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=736&stats_player_seq=-100
Virginia Cavaliers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=746&stats_player_seq=-100
Virginia Cavaliers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=746&stats_player_seq=-100
Virginia Cavaliers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=746&stats_player_seq=-100
Virginia Cavaliers,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=746&stats_player_seq=-100
Virginia Tech Hokies,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=742&stats_player_seq=-100
Virginia Tech Hokies,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=742&stats_player_seq=-100
Virginia Tech Hokies,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=742&stats_player_seq=-100
Virginia Tech Hokies,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=742&stats_player_seq=-100
Wake Forest Demon Deacons,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=749&stats_player_seq=-100
Wake Forest Demon Deacons,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=749&stats_player_seq=-100
Wake Forest Demon Deacons,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=749&stats_player_seq=-100
Wake Forest Demon Deacons,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=749&stats_player_seq=-100
Washington Huskies,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=756&stats_player_seq=-100
Washington Huskies,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=756&stats_player_seq=-100
Washington Huskies,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=756&stats_player_seq=-100
Washington Huskies,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=756&stats_player_seq=-100
Washington St. Cougars,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=754&stats_player_seq=-100
Washington St. Cougars,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=754&stats_player_seq=-100
Washington St. Cougars,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=754&stats_player_seq=-100
Washington St. Cougars,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=754&stats_player_seq=-100
West Virginia Mountaineers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=768&stats_player_seq=-100
West Virginia Mountaineers,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=768&stats_player_seq=-100
West Virginia Mountaineers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=768&stats_player_seq=-100
West Virginia Mountaineers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=768&stats_player_seq=-100
Western Ky. Hilltoppers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=772&stats_player_seq=-100
Western Ky. Hilltoppers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=772&stats_player_seq=-100
Western Ky. Hilltoppers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=772&stats_player_seq=-100
Western Ky. Hilltoppers,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=772&stats_player_seq=-100
Western Mich. Broncos,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=774&stats_player_seq=-100
Western Mich. Broncos,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=774&stats_player_seq=-100
Western Mich. Broncos,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=774&stats_player_seq=-100
Western Mich. Broncos,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=774&stats_player_seq=-100
Wisconsin Badgers,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=796&stats_player_seq=-100
Wisconsin Badgers,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=796&stats_player_seq=-100
Wisconsin Badgers,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=796&stats_player_seq=-100
Wisconsin Badgers,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=796&stats_player_seq=-100
Wyoming Cowboys,2016-17,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12424&org_id=811&stats_player_seq=-100
Wyoming Cowboys,2013-14,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11520&org_id=811&stats_player_seq=-100
Wyoming Cowboys,2014-15,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=11980&org_id=811&stats_player_seq=-100
Wyoming Cowboys,2015-16,http://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=12240&org_id=811&stats_player_seq=-100
